access_no_snow,agency_name,agency_parent,agency_url,alternate_names,altitude_meters,backcountry,capacity_hut_max,capacity_hut_min,capacity_max,country,date_updated,designations,discretion,fee_hut_max,fee_hut_min,fee_hut_occupancy_max,fee_person_max,fee_person_min,fee_person_occupancy_min,has_optional_services,has_services,hut_url,is_fee_hut,is_fee_hut_occupancy_max,is_fee_person,is_fee_person_occupancy_min,is_restricted,is_snow_min_km,latitude,location_accuracy,location_references,locked,longitude,name,no_snow_min_km,open_summer,open_winter,photo_credit_name,photo_credit_url,photo_url,private,published,region,reservations,restriction,services,show_satellite,snow_min_km,state,structures,systems,types
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,,2,38,38,,New Zealand,2012-04-05,,,,,,25,10,,,,http://alpineclub.org.nz/hut/aspiring,,0,1,0,,,-44.47706,,,0,168.66014,Aspiring Hut,,,,,,,0,1,Mount Aspiring National Park,0,,,,,South Island,1,,Hut
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,,2,20,20,,New Zealand,2012-04-05,,,,,,30,15,,,,http://alpineclub.org.nz/hut/centennial,,0,1,0,,,-43.50773,,,0,170.23328,Centennial Hut,,,,,,,0,1,Westland National Park,0,,,,,South Island,1,,Hut
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,1800,2,14,14,,New Zealand,2012-04-05,,,,,,20,10,,,,http://alpineclub.org.nz/hut/colin-todd,,0,1,0,,,-44.37160,,,0,168.69352,Colin Todd Hut,,,,,,,0,1,Mount Aspiring National Park,0,,,,,South Island,1,,Hut
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,,2,12,12,,New Zealand,2012-04-05,,,,,,10,5,,,,http://alpineclub.org.nz/hut/elcho,,0,1,0,,,-43.91975,,,0,169.81679,Elcho Hut,,,,,,,0,1,Ruataniwha Conservation Park,0,,,,,South Island,1,,Hut
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,2150,2,6,6,,New Zealand,2012-04-05,,,,,,10,5,,,,http://alpineclub.org.nz/hut/esquilant-bivvy-mt-aspiring-national-park,,0,1,0,,,-44.61540,,,0,168.40706,Esquilant Bivvy,,,,,,,0,1,Mount Aspiring National Park,0,,,,,South Island,1,,Hut
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,1465,2,15,15,,New Zealand,2012-04-05,,,,,,20,10,,,,http://alpineclub.org.nz/hut/french-ridge,,0,1,0,,,-44.42863,,,0,168.69400,French Ridge Hut,,,,,,,0,1,Mount Aspiring National Park,0,,,,,South Island,1,,Hut
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,,2,10,10,,New Zealand,2012-04-05,,,,,,10,5,,,,http://alpineclub.org.nz/hut/godley,,0,1,0,,,-43.48048,,,0,170.51039,Godley Hut,,,,,,,0,1,Mount Cook National Park,0,,,,,South Island,1,,Hut
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,2100,2,10,10,,New Zealand,2012-04-05,,,,,,20,10,,,,http://alpineclub.org.nz/hut/murchison,,0,1,0,,,-43.51843,,,0,170.39400,Murchison Hut,,,,,,,0,1,Mount Cook National Park,0,,,,,South Island,1,,Hut
,New Zealand Alpine Club,,http://alpineclub.org.nz/,,,2,16,16,,New Zealand,2012-04-05,,,,,,30,15,,,,http://alpineclub.org.nz/hut/pioneer,,0,1,0,,,-43.53066,,,0,170.18191,Pioneer Hut,,,,,,,0,1,Westland National Park,0,,,,,South Island,1,,Hut
,Rock and Pillars Hut Trust,,http://www.middlemarch.co.nz/big_hut/,,1325,2,25,16,,New Zealand,2012-04-05,,,,,,12,10,,,,http://www.middlemarch.co.nz/big_hut/,,0,1,0,,,-45.43587,3,,0,170.07528,Big Hut,,,,,,,0,1,Rock and Pillar Secnic Reserve,1,,,,,South Island,1,,Hut
,,,,,935,2,7,7,,New Zealand,2012-04-05,,,,,,0,0,,,,http://www.tramper.co.nz/?7693,,0,1,0,,,-43.01980,,,0,172.05006,Cains Camp Musterers' Hut,,,,,,,0,1,,0,,,,,South Island,1,,Emergency Shelter
,,,,,,2,4,4,,New Zealand,2012-04-05,,,,,,0,0,,,,http://www.tramper.co.nz/?7310,,0,1,0,,,-44.52911,,,0,169.36626,Junction Hut,,,,,,,0,1,,0,,,,,South Island,1,,Emergency Shelter
,,,,,400,2,4,4,,New Zealand,2012-04-05,,,,,,,,,,,http://www.tramper.co.nz/?2151,,0,,0,,,-44.17891,,,0,169.51228,Scrubby Hut,,,,,,,0,1,,0,,,,,South Island,1,,Hut
,,,,,300,2,4,4,,New Zealand,2012-04-05,,,,,,,,,,,http://www.tramper.co.nz/?1841,,0,,0,,,-41.33410,,,1,173.86391,Cullen Creek,,,,,,,,1,,,,,,,South Island,1,,Hut
Ski Plane,Alaska Mountaineering School,,http://www.climbalaska.org/,Don Sheldon Cabin,1828,2,5,4,5,United States,2012-07-10,Denali National Park & Preserve,,200,135,,,,,,,http://www.climbalaska.org/mountain-house.html,1,0,,0,,,63.01931,1,,,-150.67080,The Mountain House,0.0,,,,,http://www.climbalaska.org/photos/mountainhouse1-big.jpg,1,1,Alaska Range,1,,,,,Alaska,1,,Hut
,Afognak Island State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kodiak/afognak.htm,,,2,6,4,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/kodiak.htm#aisp,1,0,,0,,,58.18139,,,,-152.14250,Pillar Lake Cabin,,,,,,,0,1,Kodiak,1,,,,,Alaska,1,,Hut
,Afognak Island State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kodiak/afognak.htm,,,2,6,6,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/kodiak.htm#aisp,1,0,,0,,,58.35806,,,,-152.30972,Laura Lake Cabin,,,,,,,0,1,Kodiak,1,,,,,Alaska,1,,Hut
4,Caines Head State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/caineshd.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm#chsra,1,0,,0,,,60.01261,2,,,-149.41339,Derby Cove Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
3.5,Caines Head State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/caineshd.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm#chsra,1,0,,0,,,60.01834,2,,,-149.42247,Callisto Canyon Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
5.8,Chena River State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/chena/,,,2,4,4,,United States,2012-04-05,,,25,20,,,,,,,http://dnr.alaska.gov/parks/cabins/north.htm,1,0,,0,,,64.96863,,,,-146.65278,Colorado Creek Cabin,,,,,,,0,1,Fairbanks,1,,,,,Alaska,1,,Hut
6.7,Chena River State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/chena/,,,2,5,5,,United States,2012-04-05,,,25,20,,,,,,,http://dnr.alaska.gov/parks/cabins/north.htm,1,0,,0,,,65.03144,,,,-146.32268,Upper Angel Creek Cabin,,,,,,,0,1,Fairbanks,1,,,,,Alaska,1,,Hut
3.6,Chena River State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/chena/,,,2,9,9,,United States,2012-04-05,,,25,20,,,,,,,http://dnr.alaska.gov/parks/cabins/north.htm,1,0,,0,,,65.03143,,,,-146.27268,Lower Angel Creek Cabin,,,,,,,0,1,Fairbanks,1,,,,,Alaska,1,,Hut
7.4,Chena River State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/chena/,,,2,6,6,,United States,2012-04-05,,,25,20,,,,,,,http://dnr.alaska.gov/parks/cabins/north.htm,1,0,,0,,,64.96310,,,,-146.46802,Stiles Creek Cabin,,,,,,,0,1,Fairbanks,1,,,,,Alaska,1,,Hut
5.4,Chena River State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/chena/,,,2,3,3,,United States,2012-04-05,,,25,20,,,,,,,http://dnr.alaska.gov/parks/cabins/north.htm,1,0,,0,,,64.84025,,,,-146.50080,Nugget Creek Cabin,,,,,,,0,1,Fairbanks,1,,,,,Alaska,1,,Hut
,Chena River State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/chena/,,,2,,,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,65.01160,,,,-146.55552,Chena Dome Trail Shelter,,,,,,,0,1,Fairbanks,0,,,,,Alaska,1,,Shelter
,Chena River State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/chena/,,,2,,,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,65.01995,,,,-146.10000,Angel Rocks Trail Shelter,,,,,,,0,1,Fairbanks,0,,,,,Alaska,1,,Shelter
,Chena River State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/chena/,,,2,,,,United States,2012-04-05,,,,,,0,0,,,,,,0,1,0,,,64.85460,,,,-146.20368,Granite Thors Trail Shelter,,,,,,,0,1,Fairbanks,0,,,,,Alaska,1,,Shelter
3,Chugach State Parks,Alaska State Parks,http://dnr.alaska.gov/parks/units/chugach/,,,2,8,8,,United States,2012-04-05,,,50,40,,,,,,,http://dnr.alaska.gov/parks/cabins/anch.htm,1,0,,0,,,61.39108,,,,-149.05928,Yuditnu Creek Cabin,,,,,,,0,1,Chugach Mountains,1,,,,,Alaska,1,,Hut
12,Chugach State Parks,Alaska State Parks,http://dnr.alaska.gov/parks/units/chugach/,,,2,13,13,,United States,2012-04-05,,,115,115,,10,8,,,,http://dnr.alaska.gov/parks/cabins/anch.htm#seren,1,0,1,0,,,61.29423,,,,-148.97337,Serenity Falls Public Use Hut,,,,,,,0,1,Chugach Mountains,1,,,,,Alaska,1,,Hut
,Decision Point State Marine Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/pwssmp/smpwhit1.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/pws.htm#decp,1,0,,0,,,61.14845,,,,-146.59567,Decision Cabin,,,,,,,0,1,Prince William Sound,1,,,,,Alaska,1,,Hut
0.5-1.7,Denali State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/denali1.htm,,,2,6,6,,United States,2012-04-05,,,60,45,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm,1,0,,0,,,62.73812,2,,,-150.12548,Byers Lake Cabin #2,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
0.5-1.7,Denali State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/denali1.htm,,,2,6,6,,United States,2012-04-05,,,60,45,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm,1,0,,0,,,62.73755,2,,,-150.12574,Byers Lake Cabin #3,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
,Grindall Island State Marine Park,Alaska State Parks,,,,2,8,6,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/south.htm#gismp,1,0,,0,,,55.44806,,,,-132.14030,Grindall Island Cabin,,,,,,,0,1,Southeast,1,,,,,Alaska,1,,Hut
500ft from dock,Kachemak Bay State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kbay/kbay.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm,1,0,,0,,,59.56150,,,,-151.19500,Lagoon-Overlook Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
250ft from dock,Kachemak Bay State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kbay/kbay.htm,,,2,6,6,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm,1,0,,0,,,59.56107,2,,,-151.19436,Lagoon-East Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
steep stairway,Kachemak Bay State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kbay/kbay.htm,,,2,6,6,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm,1,0,,0,,,59.56153,2,,,-151.20368,Lagoon-West Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
2.4 from dock,Kachemak Bay State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kbay/kbay.htm,,,2,6,6,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm,1,0,,0,,,59.54396,2,,,-151.19814,China Poot Lake Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
2.4 from dock,Kachemak Bay State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kbay/kbay.htm,,,2,2,2,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm,1,0,,0,,,59.54585,2,,,-151.16879,Moose Valley Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
,Kachemak Bay State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kbay/kbay.htm,,,2,6,6,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm#tutka,1,0,,0,,,59.43305,,,,-151.38448,Sea Star Cove Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
0.5,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,6,6,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.69287,,,,-150.02065,Nancy Lake Cabin #1,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
0.5,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,6,6,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.68978,,,,-150.01917,Nancy Lake Cabin #2,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
1,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,6,6,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.68777,3,,,-150.01572,Nancy Lake Cabin #3,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
0.5,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,8,8,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.68747,,,,-150.02143,Nancy Lake Cabin #4,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
0.25,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,6,6,,United States,2012-04-05,,,60,45,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.68192,,,,-150.03488,Bald Lake Cabin,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
3 to 4,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,6,6,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.63512,,,,-150.09500,James Lake Cabin,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
3 to 4,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,4,4,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.63942,,,,-150.04975,Lynx Lake Cabin #1,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
3 to 4,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,4,4,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.63245,,,,-150.05188,Lynx Lake Cabin #2,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
3 to 4,Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,4,4,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.63185,,,,-150.05242,Lynx Lake Cabin #3,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
"3 (S), 8 (W)",Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,7,7,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.63810,,,,-150.16935,Red Shirt Lake Cabin #1,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
"3 (S), 8 (W)",Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,6,6,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.63602,,,,-150.16097,Red Shirt Lake Cabin #2,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
"3 (S), 8 (W)",Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,8,8,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,61.63643,,,,-150.15905,Red Shirt Lake Cabin #3,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
"3 (S), 8 (W)",Nancy Lake State Recreation Area,Alaska State Parks,http://dnr.alaska.gov/parks/units/nancylk/nancylk.htm,,,2,8,8,,United States,2012-04-05,,,45,30,,,,,,,http://dnr.alaska.gov/parks/cabins/matsu.htm#nlsra,1,0,,0,,,60.63270,,,,-150.15032,Red Shirt Lake Cabin #4,,,,,,,0,1,Mat-Su Valley,1,,,,,Alaska,1,,Hut
,Oliver Inlet State Marine Park,Alaska State Parks,http://dnr.alaska.gov/parks/aspunits/southeast/oliverinsmp.htm,,,2,8,6,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/south.htm#oismp,1,0,,0,,,58.09534,,,,-134.31281,Seymour Canal Cabin,,,,,,,0,1,Southeast,1,,,,,Alaska,1,,Hut
2.5,Point Bridget State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/ptbridg1.htm,,,2,8,8,,United States,2012-04-05,,,45,35,,,,,,,http://dnr.alaska.gov/parks/cabins/south.htm#ptbridg,1,0,,0,,,58.67236,,,,-134.96311,Cowee Meadow Cabin,,,,,,,0,1,Southeast,1,,,,,Alaska,1,,Hut
3.4,Point Bridget State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/ptbridg1.htm,,,2,8,8,,United States,2012-04-05,,,45,35,,,,,,,http://dnr.alaska.gov/parks/cabins/south.htm#ptbridg,1,0,,0,,,58.67833,,,,-134.98571,Blue Mussel Cabin,,,,,,,0,1,Southeast,1,,,,,Alaska,1,,Hut
3.75,Point Bridget State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/ptbridg1.htm,,,2,6,6,,United States,2012-04-05,,,45,35,,,,,,,http://dnr.alaska.gov/parks/cabins/south.htm#ptbridg,1,0,,0,,,58.64932,,,,-134.96567,Camping Cove Cabin,,,,,,,0,1,Southeast,1,,,,,Alaska,1,,Hut
,Shelter Island State Marine Park,Alaska State Parks,,,,2,10,10,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/south.htm#sismp,1,0,,0,,,58.44959,,,,-134.89598,Rupe Andrews Cabin,,,,,,,0,1,Southeast,1,,,,,Alaska,1,,Hut
,Shoup Bay State Marine Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/pwssmp/smpvald.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/pws.htm,1,0,,0,,,61.13380,,,,-146.59705,McAllister Creek Cabin,,,,,,,0,1,Prince William Sound,1,,,,,Alaska,1,,Hut
12,Shoup Bay State Marine Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/pwssmp/smpvald.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/pws.htm,1,0,,0,,,61.14845,,,,-146.59567,Kittiwake Cabin,,,,,,,0,1,Prince William Sound,1,,,,,Alaska,1,,Hut
12,Shoup Bay State Marine Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/pwssmp/smpvald.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/pws.htm,1,0,,0,,,61.14760,,,,-146.59608,Moraine Cabin,,,,,,,0,1,Prince William Sound,1,,,,,Alaska,1,,Hut
,Shuyak Island State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kodiak/shuyak.htm,,,2,8,8,,United States,2012-04-05,,,75,60,,,,,,,http://dnr.alaska.gov/parks/cabins/kodiak.htm,1,0,,0,,,58.55500,,,,-152.57750,Salmon Cove Cabin,,,,,,,0,1,Kodiak,1,,,,,Alaska,1,,Hut
,Shuyak Island State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kodiak/shuyak.htm,,,2,8,8,,United States,2012-04-05,,,75,60,,,,,,,http://dnr.alaska.gov/parks/cabins/kodiak.htm,1,0,,0,,,58.54500,,,,-152.59667,Eagle's Nest Cabin,,,,,,,0,1,Kodiak,1,,,,,Alaska,1,,Hut
,Shuyak Island State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kodiak/shuyak.htm,,,2,8,8,,United States,2012-04-05,,,75,60,,,,,,,http://dnr.alaska.gov/parks/cabins/kodiak.htm,1,0,,0,,,58.53750,,,,-152.62167,Mulcahy View Cabin,,,,,,,0,1,Kodiak,1,,,,,Alaska,1,,Hut
,Shuyak Island State Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/kodiak/shuyak.htm,,,2,8,8,,United States,2012-04-05,,,75,60,,,,,,,http://dnr.alaska.gov/parks/cabins/kodiak.htm,1,0,,0,,,58.57717,,,,-152.54667,Deer Haven Cabin,,,,,,,0,1,Kodiak,1,,,,,Alaska,1,,Hut
,St. James Bay State Marine Park,Alaska State Parks,,,,2,6,6,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/south.htm#sjbsmp,1,0,,0,,,58.60478,,,,-135.19494,Bob Hinman Memorial Cabin,,,,,,,0,1,Southeast,1,,,,,Alaska,1,,Hut
,Taku Harbor State Marine Park,Alaska State Parks,http://dnr.alaska.gov/parks/aspunits/marinepark/takuharbrsmp.htm,,,2,6,6,,United States,2012-04-05,,,35,25,,,,,,,http://dnr.alaska.gov/parks/cabins/south.htm#thsmp,1,0,,0,,,58.06743,,,,-134.01236,Tiger Olson Cabin,,,,,,,0,1,Southeast,1,,,,,Alaska,1,,Hut
,Thumb Cove State Marine Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/pwssmp/smpsewd.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm#tcsmp,1,0,,0,,,60.00641,2,,,-149.29081,Spruce Glacier Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
,Thumb Cove State Marine Park,Alaska State Parks,http://dnr.alaska.gov/parks/units/pwssmp/smpsewd.htm,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/kenai.htm#tcsmp,1,0,,0,,,60.00244,2,,,-149.30064,Porcupine Glacier Cabin,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Hut
,Yakataga State Game Refuge,Alaska State Parks,,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/gulf.htm,1,0,,0,,,60.07991,,,,-143.35243,Midtimber Lake Cabin,,,,,,,0,1,Gulf Coast,1,,,,,Alaska,1,,Hut
,Yakataga State Game Refuge,Alaska State Parks,,,,2,8,8,,United States,2012-04-05,,,65,50,,,,,,,http://dnr.alaska.gov/parks/cabins/gulf.htm,1,0,,0,,,60.12411,,,,-143.30819,Vitus Lake Cabin,,,,,,,0,1,Gulf Coast,1,,,,,Alaska,1,,Hut
,Alaskan Yurt Rentals,,http://alaskanyurtrentals.com,,,2,6,6,,United States,2012-04-05,,,77,53,,,,,,,http://alaskanyurtrentals.com/TutkaBay.html,1,0,,0,,,59.44425,2,,,-151.36748,Tutka Bay Yurt #1,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Yurt
,Alaskan Yurt Rentals,,http://alaskanyurtrentals.com,,,2,,,,United States,2012-04-05,,,77,53,,,,,,,http://alaskanyurtrentals.com/TutkaBay2.html,1,0,,0,,,59.43469,2,,,-151.39177,Tutka Bay Yurt #2,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Yurt
,Alaskan Yurt Rentals,,http://alaskanyurtrentals.com,,,2,,,,United States,2012-04-05,,,77,53,,,,,,,http://alaskanyurtrentals.com/KayakBeach.html,1,0,,0,,,59.49922,2,,,-151.46988,Kayak Beach Yurt,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Yurt
,Alaskan Yurt Rentals,,http://alaskanyurtrentals.com,,,2,6,6,,United States,2012-04-05,,,77,53,,,,,,,http://alaskanyurtrentals.com/QuarryBeach.html,1,0,,0,,,59.50256,2,,,-151.46816,Quarry Beach Yurt,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Yurt
,Alaskan Yurt Rentals,,http://alaskanyurtrentals.com,,,2,6,6,,United States,2012-04-05,,,77,53,,,,,,,http://alaskanyurtrentals.com/HaystackBeach.html,1,0,,0,,,59.55564,2,,,-151.36534,Haystack Beach Yurt,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Yurt
,Alaskan Yurt Rentals,,http://alaskanyurtrentals.com,,,2,,,,United States,2012-04-05,,,77,53,,,,,,,http://alaskanyurtrentals.com/ChinaPoot.html,1,0,,0,,,59.56164,2,,,-151.23505,China Poot Yurt,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Yurt
,Alaskan Yurt Rentals,,http://alaskanyurtrentals.com,,,2,,,,United States,2012-04-05,,,77,53,,,,,,,http://alaskanyurtrentals.com/RightBeach.html,1,0,,0,,,59.60683,2,,,-151.18707,Right Beach Yurt,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Yurt
,Alaskan Yurt Rentals,,http://alaskanyurtrentals.com,,,2,6,6,,United States,2012-04-05,,,77,53,,,,,,,http://alaskanyurtrentals.com/HumpyCreek.html,1,0,,0,,,59.66011,2,,,-151.14407,Humpy Creek Yurt,,,,,,,0,1,Kenai Peninsula,1,,,,,Alaska,1,,Yurt
